R. Luiz Afonso, 469,-30.04045268,-51.22338395
Av. Joao Pessoa, 1040,-30.04043677,-51.2169263
R. Santa Terezinha, 366,-30.04043256,-51.21009683
R. Alberto Torres, 161,-30.04041765,-51.22153701
R. Sao Manoel, 710,-30.04030946,-51.20500836
R. Vieira de Castro, 280,-30.04029698,-51.2110774
R. da Republica, 650,-30.04026889,-51.22583195
Trav. Paz, 16,-30.0402476,-51.21528038
Trav. Ferreira de Abreu, 51,-30.04021445,-51.20877407
Av. Venancio Aires, 569,-30.04016541,-51.21456587
R. Joao Alfredo, 336,-30.04015391,-51.22608343
R. Lopo Goncalves, 38,-30.04012985,-51.21780724
R. Ramiro Barcelos, 2371,-30.04010158,-51.20822376
R. Alberto Torres, 85,-30.04009154,-51.2206602
Av. Venancio Aires, 588,-30.04005665,-51.21452749
R. Octavio Correa, 112,-30.04005309,-51.21913977
R. Luiz Afonso, 383,-30.04004031,-51.22272823
R. Jacinto Gomes, 279,-30.04001077,-51.20931149
R. Otavio Francisco Caruso da Rocha, 600,-30.04000657,-51.23618302
R. Jose do Patrocinio, 565,-30.04000249,-51.22311848
Av. Jeronimo de Ornelas, 670,-30.03999826,-51.20878614
R. Olavo Bilac, 823,-30.03998803,-51.21182156
R. Santana, 158,-30.03994541,-51.21364132
Av. Jose Bonifacio, 71,-30.03993826,-51.21641492
Av. Venancio Aires, 623,-30.03991145,-51.21412589
R. Silva So, 201,-30.03990893,-51.20407227
R. Joao Alfredo, 299,-30.03989196,-51.22649719
R. da Republica, 592,-30.03988888,-51.22528583
R. Alberto Torres, 23,-30.0398255,-51.21994491
Av. Joao Pessoa, 931,-30.0397998,-51.217521
R. Gen. Lima e Silva, 834,-30.03978656,-51.21948906
R. Santa Terezinha, 288,-30.03973107,-51.21024215
R. Decio Martins Costa, 130,-30.03970165,-51.22744435
R. Sao Manoel, 626,-30.03954174,-51.20497878
R. Santana, 77,-30.03952678,-51.21405526
prq Farroupilha, 100,-30.03951922,-51.21766428
R. Octavio Correa, 28,-30.0394801,-51.21819796
R. Luiz Afonso, 296,-30.03947608,-51.22169441
R. Vieira de Castro, 180,-30.03942667,-51.2117569
Trav. do Carmo, 205,-30.03940299,-51.22691784
Av. Venancio Aires, 753,-30.0393972,-51.21324463
R. Ramiro Barcelos, 2309,-30.03936164,-51.20826316
R. Jose do Patrocinio, 479,-30.039324,-51.22380715
R. Augusto Pestana, 226,-30.03932,-51.20877843
R. Joao Alfredo, 187,-30.03931057,-51.22714663
R. Silva So, 139,-30.03929558,-51.20396802
Av. Augusto de Carvalho, 1205,-30.03928774,-51.23295969
R. da Republica, 496,-30.03925989,-51.2243819
Av. Jose Bonifacio, 199,-30.03922283,-51.21518844
R. Santa Terezinha, 232,-30.03915282,-51.21039467
R. Vieira de Castro, 142,-30.03912134,-51.21199219
R. Jacinto Gomes, 185,-30.03912049,-51.20941807
R. Gen. Lima e Silva, 736,-30.03905429,-51.22044857
Av. Joao Pessoa, 835,-30.039039,-51.21811619
R. da Republica, 432,-30.03901355,-51.22402745
R. Santana, 15,-30.03895501,-51.2145085
R. Ramiro Barcelos, 2231,-30.03890848,-51.20828474
Trav. do Carmo, 143,-30.03889974,-51.22650063
R. Luiz Afonso, 203,-30.03885646,-51.22085523
R. Sao Manoel, 550,-30.03884714,-51.20495201
prq Farroupilha, 200,-30.0387541,-51.21826509
R. Vieira de Castro, 80,-30.0387319,-51.21229002
R. Luiz Afonso, 143,-30.03872814,-51.22065331
R. Jose do Patrocinio, 373,-30.03870538,-51.2244626
Av. Jose Bonifacio, 315,-30.03866736,-51.21422704
R. Augusto Pestana, 146,-30.03853115,-51.20886881
Av. Venancio Aires, 901,-30.03851391,-51.21173944
R. Silva So, 59,-30.03850302,-51.20395878
R. Jacinto Gomes, 115,-30.03847384,-51.20949582
Av. Loureiro da Silva, 945,-30.03840355,-51.22961751
R. Sarmento Leite, 1105,-30.03838706,-51.22455492
R. Santa Terezinha, 122,-30.0383175,-51.21103738
R. Gen. Lima e Silva, 602,-30.03831406,-51.22141584
R. da Republica, 356,-30.03824643,-51.22290917
R. Ramiro Barcelos, 2147,-30.03822477,-51.20831724
Av. Jose Bonifacio, 415,-30.03819904,-51.21341902
